Column1,song_name,artist_name,key_scale,dynamic_complexity,happy,non_happy,arousal,valence,danceability,aggressive,non_aggressive,sad,non_sad,relaxed,non_relaxed,party,non_party,youtube_url_manual
Bye Bye Bye - From Deadpool and Wolverine Soundtrack - *NSYNC,Bye Bye Bye - From Deadpool and Wolverine Soundtrack,*NSYNC,minor,4.531963348,0.138613537,0.861386478,4.674360275,4.460353851,0.988719523,0.320868075,0.679131925,0.725213826,0.274786174,0.479646295,0.520353675,0.360536456,0.639463544,
Viva La Vida - Coldplay,Viva La Vida,Coldplay,major,4.00618124,0.103594601,0.896405339,6.259496689,6.061862946,1.088820934,0.183762744,0.816237211,0.941806138,0.058193855,0.532040477,0.467959493,0.189357281,0.810642719,
שוב אני בדד - Eyal Golan,שוב אני בדד,Eyal Golan,minor,6.426753044,0.206554517,0.793445468,5.204687119,4.868445396,0.910138488,0.225772396,0.77422756,0.808757007,0.191243008,0.617771506,0.382228523,0.312513411,0.687486589,
עוד לא נגמר - Osher Cohen,עוד לא נגמר,Osher Cohen,minor,7.045210838,0.00538059,0.99461937,3.657382965,4.767769337,0.917192519,0.037159313,0.962840676,0.315025389,0.68497467,0.018618718,0.981381297,0.85135442,0.148645565,
Not Like Us - Kendrick Lamar,Not Like Us,Kendrick Lamar,minor,6.871164799,0.050218504,0.949781537,4.119478703,5.11365509,1.103096008,0.16991967,0.83008039,0.504043221,0.495956808,0.090748586,0.909251392,0.802969813,0.197030157,
אהובתי כבר לא רואה אותי - Omer Adam,אהובתי כבר לא רואה אותי,Omer Adam,major,4.058221817,0.245521918,0.754478097,4.463493824,4.510781288,1.023692846,0.28153649,0.71846354,0.778372526,0.221627444,0.483316571,0.5166834,0.344473034,0.655526936,
תמיד אוהב אותי - ששון איפרם שאולוב,תמיד אוהב אותי,ששון איפרם שאולוב,minor,4.011022091,0.069203958,0.930796087,3.94852829,4.024029255,1.164440632,0.161162496,0.838837504,0.532633185,0.467366844,0.246637687,0.753362298,0.592933655,0.407066405,
טקילה - Omer Adam,טקילה,Omer Adam,major,5.324062824,0.22058022,0.77941978,4.17878294,4.314831257,0.970610857,0.089753576,0.910246432,0.521618426,0.478381544,0.271442413,0.728557527,0.499336839,0.500663221,
עברנו הכל - Omer Adam,עברנו הכל,Omer Adam,major,4.550816059,0.155258045,0.844742,5.371396542,5.148579121,1.015236616,0.096954077,0.903045893,0.755218685,0.2447813,0.375043958,0.624956071,0.484393746,0.515606225,
נרקומן של בדידות - Omer Adam,נרקומן של בדידות,Omer Adam,minor,3.673121214,0.055380188,0.944619775,4.341179848,4.836349487,1.097769856,0.213022605,0.78697741,0.547252774,0.452747256,0.191531077,0.808468938,0.501946867,0.498053163,
לופ - Osher Cohen,לופ,Osher Cohen,major,3.905012608,0.158817083,0.841182947,5.064147949,5.207120895,1.255351782,0.130846903,0.869153023,0.819004834,0.180995166,0.433084667,0.566915333,0.359092206,0.640907824,
תהום - Omer Adam,תהום,Omer Adam,major,3.987947226,0.384199679,0.615800321,4.529395103,4.489061832,1.008920074,0.749777019,0.250223011,0.94782269,0.052177299,0.751906335,0.24809362,0.281499267,0.718500733,
צ'יק צ'ק - Static,צ'יק צ'ק,Static,major,3.005863905,0.070837945,0.929162085,4.094849586,4.358860016,1.21802032,0.192151383,0.807848632,0.581138909,0.418861061,0.297238886,0.702761114,0.483478159,0.516521811,
"APT. - ROSÉ, Bruno Mars",APT.,"ROSÉ, Bruno Mars",minor,2.230742931,0.005968451,0.994031489,3.616343498,4.599684715,1.260153651,0.042205974,0.957794011,0.361118585,0.638881445,0.024102194,0.975897849,0.83382684,0.166173205,
גברת אגו - Omer Adam,גברת אגו,Omer Adam,minor,5.049632549,0.187796429,0.812203526,4.861911774,4.643165588,1.021346569,0.296409816,0.703590214,0.824590683,0.175409347,0.52332896,0.4766711,0.381745845,0.618254125,
עובד בכפר - Odeya,עובד בכפר,Odeya,minor,3.86717701,0.031470101,0.96852988,4.911466122,5.247789383,1.065390348,0.411341071,0.588658988,0.757231474,0.242768496,0.479197174,0.520802855,0.398444831,0.601555228,
בן אדם - Odeya,בן אדם,Odeya,minor,1.9469769,0.060165472,0.939834535,4.138265133,4.592183113,1.33623755,0.061170768,0.938829184,0.47312218,0.52687782,0.102237329,0.897762656,0.714545012,0.285454929,
תסביכים קשים - שירז אברהם,תסביכים קשים,שירז אברהם,major,4.70796299,0.005423017,0.994576931,3.620492458,4.67834568,1.505825877,0.037614435,0.962385595,0.341262251,0.658737779,0.021535516,0.978464484,0.849010706,0.150989309,
שווארמה ודמעה - Omer Adam,שווארמה ודמעה,Omer Adam,minor,3.347637892,0.314033449,0.685966551,4.704476357,4.661950588,1.410994411,0.080717474,0.919282496,0.561457872,0.438542128,0.26528585,0.734714091,0.573722064,0.426277965,
"הטוב הרע ועודיה - Odeya, E-Z, LIAD MEIR",הטוב הרע ועודיה,"Odeya, E-Z, LIAD MEIR",minor,3.474755764,0.100431889,0.899568141,4.318464756,5.011548996,0.976568222,0.597416759,0.402583241,0.815967262,0.184032694,0.488375902,0.511624098,0.214812592,0.785187423,
"tv off (feat. lefty gunplay) - Kendrick Lamar, Lefty Gunplay",tv off (feat. lefty gunplay),"Kendrick Lamar, Lefty Gunplay",minor,3.243847847,0.26422828,0.7357718,4.151256,4.3732915,1.109275699,0.06918677,0.93081325,0.46904674,0.5309532,0.24588087,0.7541191,0.4947375,0.5052625,
שתי טיפות - Omer Adam,שתי טיפות,Omer Adam,minor,4.423082829,0.202008098,0.797991872,5.528478146,4.984026909,1.136807084,0.769606292,0.230393693,0.971002162,0.028997866,0.854444087,0.145555928,0.213963941,0.786036015,
That’s So True - Gracie Abrams,That’s So True,Gracie Abrams,major,2.779757977,0.22903049,0.77096951,4.442646027,4.568747044,1.030629039,0.160230741,0.839769244,0.652008295,0.347991735,0.386023432,0.613976538,0.366350859,0.633649111,
"התקדמתי ממך - Itay Levi, ששון איפרם שאולוב",התקדמתי ממך,"Itay Levi, ששון איפרם שאולוב",minor,3.986664057,0.111541241,0.888458729,5.390150547,5.264323711,1.13323617,0.688255787,0.311744213,0.906283677,0.093716353,0.80904907,0.19095099,0.188991159,0.811008811,
אבא - Ben Zur,אבא,Ben Zur,major,5.079150677,0.206620321,0.793379664,5.76579237,5.23000288,1.155121446,0.411433876,0.588566124,0.952942491,0.047057461,0.739643872,0.260356158,0.262813717,0.737186313,
WILDFLOWER - Billie Eilish,WILDFLOWER,Billie Eilish,minor,8.178953171,0.088912472,0.911087513,3.961574316,4.266615391,1.168784142,0.131427854,0.868572116,0.531193674,0.468806326,0.237477839,0.762522101,0.450514495,0.549485505,
רוקנרול - Omer Adam,רוקנרול,Omer Adam,minor,5.668203354,0.027204974,0.97279501,3.470632076,4.046215534,0.997299254,0.12037801,0.879621983,0.313937902,0.686062098,0.102118731,0.89788121,0.616086006,0.383913994,
"luther (with sza) - Kendrick Lamar, SZA",luther (with sza),"Kendrick Lamar, SZA",major,4.688148975,0.18979792,0.81020206,4.972853,4.7792845,1.161570907,0.2229873,0.7770127,0.8085086,0.19149138,0.47204772,0.5279523,0.41240153,0.58759844,
פינו נואר - Omer Adam,פינו נואר,Omer Adam,minor,5.268342495,0.263859481,0.73614049,4.943689346,4.969846725,1.09780395,0.532745481,0.467254579,0.879887044,0.120113008,0.70497936,0.29502061,0.160649151,0.83935082,
בני ברק או ערק - מ',בני ברק או ערק,מ',major,3.941847563,0.226693779,0.773306251,4.312537193,4.418544769,0.983761966,0.35980019,0.64019984,0.825776875,0.174223095,0.435734302,0.564265668,0.408474565,0.591525435,
"Ma Meilleure Ennemie (from the series Arcane League of Legends) - Arcane, Stromae, Pomme",Ma Meilleure Ennemie (from the series Arcane League of Legends),"Arcane, Stromae, Pomme",major,4.012572289,0.1553306,0.8446694,4.3374014,4.439616,1.160223246,0.14368463,0.85631543,0.6509368,0.34906325,0.33445325,0.6655467,0.49036762,0.50963235,
אוהבת לא אוהבת - Omer Adam,אוהבת לא אוהבת,Omer Adam,minor,4.539201736,0.171932474,0.828067541,4.355027676,4.359547615,1.043784499,0.248353183,0.751646757,0.744568348,0.255431622,0.431425869,0.568574071,0.4612284,0.53877157,
"לאבא שלי יש סולם - ותן חלקנו, Amir Benayoun, ששון איפרם שאולוב",לאבא שלי יש סולם,"ותן חלקנו, Amir Benayoun, ששון איפרם שאולוב",major,4.373597622,0.005968451,0.994031489,3.616343498,4.599684715,0.958603501,0.042205974,0.957794011,0.361118585,0.638881445,0.024102194,0.975897849,0.83382684,0.166173205,
squabble up - Kendrick Lamar,squabble up,Kendrick Lamar,minor,3.288841009,0.005968451,0.994031489,3.616343498,4.599684715,1.050951958,0.042205974,0.957794011,0.361118585,0.638881445,0.024102194,0.975897849,0.83382684,0.166173205,
LUNCH - Billie Eilish,LUNCH,Billie Eilish,major,4.743817806,0.005968451,0.994031489,3.616343498,4.599684715,1.439647436,0.042205974,0.957794011,0.361118585,0.638881445,0.024102194,0.975897849,0.83382684,0.166173205,
MILLION DOLLAR BABY - Tommy Richman,MILLION DOLLAR BABY,Tommy Richman,minor,3.464645147,0.202442676,0.797557294,5.579381466,5.411853313,1.219533205,0.775120616,0.224879339,0.905874372,0.094125651,0.835794449,0.164205536,0.075415596,0.924584389,
חיפשתי אותו בנרות - Eden Ben Zaken,חיפשתי אותו בנרות,Eden Ben Zaken,major,3.28767252,0.00474372,0.995256245,3.583940029,4.693855286,1.107283831,0.038762588,0.961237371,0.350713909,0.649286091,0.018922796,0.981077135,0.845314801,0.154685169,
CHIHIRO - Billie Eilish,CHIHIRO,Billie Eilish,minor,3.656226873,0.123593874,0.876406133,4.967886448,4.949895382,1.465402722,0.392905146,0.607094884,0.861383736,0.138616234,0.529957175,0.470042855,0.373864383,0.626135588,
יוצאת מזה - Jasmin Moallem,יוצאת מזה,Jasmin Moallem,major,4.558025837,0.15857622,0.84142375,4.412044048,4.630431652,1.170589209,0.22176823,0.7782318,0.69037652,0.30962345,0.371165186,0.628834844,0.324246913,0.675753117,
חומר ממכר - Ben Chen,חומר ממכר,Ben Chen,major,3.557366371,0.13371706,0.86628288,4.636006355,4.426813602,1.153325319,0.54043591,0.45956412,0.851650953,0.148348987,0.645089686,0.354910344,0.325258613,0.674741447,
"Gata Only - FloyyMenor, Cris Mj",Gata Only,"FloyyMenor, Cris Mj",major,4.427438736,0.268528193,0.731471837,4.193281174,4.403004646,1.157668591,0.573080122,0.426919907,0.901295125,0.098704822,0.572573602,0.427426398,0.312764198,0.687235832,
שותפה שלי - Moshiko Mor,שותפה שלי,Moshiko Mor,minor,3.523887873,0.008480138,0.991519868,3.882335901,4.786735535,1.072152853,0.081809111,0.918190837,0.415557802,0.584442198,0.035110585,0.964889467,0.741444886,0.258555114,
Taste - Sabrina Carpenter,Taste,Sabrina Carpenter,major,5.977842331,0.005968451,0.994031489,3.616343498,4.599684715,1.06827271,0.042205974,0.957794011,0.361118585,0.638881445,0.024102194,0.975897849,0.83382684,0.166173205,
"חרבו דרבו - STILLA, Ness",חרבו דרבו,"STILLA, Ness",minor,3.865283012,0.177437931,0.822562039,4.204724312,4.133505821,1.134674788,0.228822142,0.771177828,0.562465966,0.437534034,0.30933401,0.69066596,0.517228663,0.482771337,
"עד המדבר - דיג'יי אונלי, Talisman, Omri Sabach",עד המדבר,"דיג'יי אונלי, Talisman, Omri Sabach",minor,3.995093822,0.076611087,0.923388958,4.41304493,4.163362503,1.098839402,0.261626869,0.738373101,0.634535551,0.365464479,0.355074048,0.644925892,0.412165344,0.587834597,
"St. Chroma (feat. Daniel Caesar) - Tyler, The Creator, Daniel Caesar",St. Chroma (feat. Daniel Caesar),"Tyler, The Creator, Daniel Caesar",minor,4.798547745,0.22391817,0.77608186,4.974629,4.834773,1.238983035,0.27459306,0.72540694,0.8512273,0.14877275,0.51931566,0.48068428,0.2407314,0.7592686,
Unwritten - Natasha Bedingfield,Unwritten,Natasha Bedingfield,major,3.767966509,0.253789306,0.746210694,5.803602219,5.585042953,1.431061387,0.199226737,0.800773203,0.861037672,0.138962358,0.435221732,0.564778268,0.531940222,0.468059808,
Lovin On Me - Jack Harlow,Lovin On Me,Jack Harlow,major,2.68499589,0.19479762,0.805202365,5.143136024,4.970766068,1.053978801,0.273685873,0.726314127,0.89158392,0.108416118,0.488718957,0.511281013,0.281683028,0.718316972,
"yes, and? - Ariana Grande","yes, and?",Ariana Grande,major,5.238955021,0.106255881,0.893744111,5.112648964,4.97838974,1.286907792,0.478293985,0.521705985,0.82559067,0.17440933,0.748459697,0.251540303,0.125987247,0.874012709,
Riptide - Vance Joy,Riptide,Vance Joy,major,3.611970901,0.16952306,0.83047694,4.625537395,4.522097588,1.005514264,0.223513484,0.776486576,0.7987746,0.201225355,0.4774279,0.52257216,0.347898304,0.652101696,
חלק מהזמן - Idan Amedi,חלק מהזמן,Idan Amedi,minor,4.060614586,0.271141738,0.728858292,4.36160183,4.47475481,0.949168742,0.364783555,0.635216415,0.81653595,0.183464035,0.512806952,0.487193048,0.348139018,0.651860952,
לשטוף את העצב - Omer Adam,לשטוף את העצב,Omer Adam,major,3.4197824,0.251779884,0.748220146,4.461352348,4.603233814,1.026294708,0.263656318,0.736343622,0.76137954,0.23862046,0.36094299,0.639056981,0.454819649,0.545180321,
redrum - 21 Savage,redrum,21 Savage,minor,4.45861578,0.136557102,0.863442838,4.760032177,4.584169865,1.239905596,0.491481006,0.508518994,0.902990282,0.097009718,0.686086833,0.313913167,0.37342754,0.62657249,
"Like That - Future, Metro Boomin, Kendrick Lamar",Like That,"Future, Metro Boomin, Kendrick Lamar",minor,4.31414032,0.052527096,0.94747293,8.829281807,7.814681053,1.074279904,0.703105986,0.296893984,0.998599589,0.001400445,0.955269456,0.044730518,0.164528295,0.83547169,
"CARNIVAL - ¥$, Kanye West, Ty Dolla $ign",CARNIVAL,"¥$, Kanye West, Ty Dolla $ign",minor,3.328798771,0.12624751,0.873752415,4.684782982,4.31174469,1.026086092,0.810871601,0.189128429,0.881545305,0.118454687,0.676217914,0.323782146,0.795718372,0.204281673,
לילה - Omer Adam,לילה,Omer Adam,minor,3.982195377,0.237460181,0.762539804,5.459529877,5.042963028,1.081725121,0.346402317,0.653597713,0.920402348,0.0795976,0.701327145,0.298672795,0.280899882,0.719100118,
סולמות ונחשים - Omer Adam,סולמות ונחשים,Omer Adam,minor,3.722075224,0.263769209,0.736230791,5.07921505,4.971233368,1.009540677,0.22443521,0.77556479,0.825520337,0.174479723,0.498757452,0.501242578,0.226514548,0.773485482,
wacced out murals - Kendrick Lamar,wacced out murals,Kendrick Lamar,minor,5.702252388,0.182126984,0.817873061,4.066361904,4.465702057,1.293643832,0.292154163,0.707845807,0.737502456,0.262497514,0.388589978,0.611410022,0.376199752,0.623800278,
reincarnated - Kendrick Lamar,reincarnated,Kendrick Lamar,minor,2.855647326,0.145875946,0.854124069,4.772045612,4.613557339,1.366980553,0.178473219,0.821526766,0.798467159,0.201532856,0.420262367,0.579737663,0.411121845,0.588878155,
The Code - Nemo,The Code,Nemo,minor,2.6418612,0.005968451,0.994031489,3.616343498,4.599684715,0.964841485,0.042205974,0.957794011,0.361118585,0.638881445,0.024102194,0.975897849,0.83382684,0.166173205,
Mon amour - Slimane,Mon amour,Slimane,minor,5.667711735,0.161871374,0.838128626,5.003108978,4.848151684,0.926872611,0.286311358,0.713688672,0.867228091,0.132771924,0.520121515,0.479878515,0.390193999,0.609806001,
"משקפיים - Noa Kirel, Itay Galo",משקפיים,"Noa Kirel, Itay Galo",minor,5.683541775,0.178342938,0.821657121,4.499081612,4.472840309,1.246200204,0.23697485,0.763025105,0.750094712,0.249905288,0.47699517,0.52300483,0.21030508,0.789694965,
Houdini - Eminem,Houdini,Eminem,minor,4.306711197,0.231854707,0.768145263,5.374410152,5.005047798,1.227624178,0.526827455,0.473172545,0.957223833,0.042776152,0.791636944,0.208363041,0.216487661,0.783512414,
Love Me Again - V,Love Me Again,V,major,3.319222212,0.005968451,0.994031489,3.616343498,4.599684715,1.118936181,0.042205974,0.957794011,0.361118585,0.638881445,0.024102194,0.975897849,0.83382684,0.166173205,
Slow Dancing - V,Slow Dancing,V,major,3.072754145,0.040218707,0.959781349,4.293456554,4.886117935,1.166181445,0.097541906,0.902458131,0.804438412,0.195561573,0.218040735,0.781959295,0.476563007,0.523437023,
Locked out of Heaven - Bruno Mars,Locked out of Heaven,Bruno Mars,major,4.510227203,0.077332787,0.922667205,4.725097179,5.306842804,1.198246121,0.289908797,0.710091233,0.502889752,0.497110307,0.171008408,0.828991592,0.480542541,0.519457459,
"נהר הדמעות - Shlomo Artzi, Peer Tasi",נהר הדמעות,"Shlomo Artzi, Peer Tasi",minor,4.056853771,0.146861479,0.853138506,4.214428902,4.46430397,1.023716211,0.307020873,0.692979157,0.78132993,0.218670085,0.392910659,0.6070894,0.407019973,0.592980027,
את לא יודעת כמה שאני אוהב אותך - Odeya,את לא יודעת כמה שאני אוהב אותך,Odeya,major,4.970376492,0.346930325,0.653069675,5.439544678,5.123441696,1.128779769,0.388961822,0.611038148,0.932091355,0.06790857,0.696698725,0.303301305,0.227590531,0.772409499,
That's What I Like - Bruno Mars,That's What I Like,Bruno Mars,major,3.286971092,0.005968451,0.994031489,3.616343498,4.599684715,1.337257028,0.042205974,0.957794011,0.361118585,0.638881445,0.024102194,0.975897849,0.83382684,0.166173205,
When I Was Your Man - Bruno Mars,When I Was Your Man,Bruno Mars,major,9.15073967,0.005968451,0.994031489,3.616343498,4.599684715,1.001512647,0.042205974,0.957794011,0.361118585,0.638881445,0.024102194,0.975897849,0.83382684,0.166173205,
Just the Way You Are - Bruno Mars,Just the Way You Are,Bruno Mars,major,5.409303665,0.005968451,0.994031489,3.616343498,4.599684715,1.223675132,0.042205974,0.957794011,0.361118585,0.638881445,0.024102194,0.975897849,0.83382684,0.166173205,
Grenade - Bruno Mars,Grenade,Bruno Mars,minor,3.666754723,0.044343721,0.95565623,3.917388916,4.562966347,1.210448384,0.084005266,0.915994704,0.319771945,0.680227995,0.058668464,0.941331506,0.788121998,0.211878002,
24K Magic - Bruno Mars,24K Magic,Bruno Mars,major,3.168521643,0.141566575,0.858433425,5.521450996,5.154438019,1.393335819,0.413858652,0.586141348,0.955012381,0.044987597,0.639860928,0.360139072,0.488787264,0.511212766,
Treasure - Bruno Mars,Treasure,Bruno Mars,minor,5.151414871,0.005968451,0.994031489,3.616343498,4.599684715,1.243263364,0.042205974,0.957794011,0.361118585,0.638881445,0.024102194,0.975897849,0.83382684,0.166173205,
שלוק מהבלו - LIAD MEIR,שלוק מהבלו,LIAD MEIR,minor,4.051024914,0.199127868,0.800872147,5.57086277,5.123649597,1.084824204,0.368148714,0.631851256,0.927947581,0.072052456,0.663474262,0.336525708,0.305534184,0.694465816,
TEXAS HOLD 'EM - Beyoncé,TEXAS HOLD 'EM,Beyoncé,major,3.396748781,0.077999748,0.922000229,4.49669075,4.714428902,1.243599296,0.273986727,0.726013243,0.675842285,0.324157715,0.465715289,0.534284711,0.246962145,0.75303781,
סלינה - Peer Tasi,סלינה,Peer Tasi,major,6.134180546,0.11708761,0.882912397,4.061209202,4.079806805,0.950532794,0.416284144,0.583715856,0.834637344,0.165362597,0.472186565,0.527813435,0.5222615,0.47773847,
"Guess featuring billie eilish - Charli xcx, Billie Eilish",Guess featuring billie eilish,"Charli xcx, Billie Eilish",major,3.405422449,0.19449532,0.80550468,5.675514221,5.301150322,1.159574509,0.496093541,0.503906488,0.955661654,0.044338297,0.689059734,0.310940206,0.267671525,0.732328475,
אם את חייבת/אינטרו - Vibe Ish,אם את חייבת/אינטרו,Vibe Ish,major,3.724628687,0.220885307,0.779114723,4.057582378,4.325760841,0.989410818,0.344939172,0.655060828,0.721334219,0.278665721,0.377916574,0.622083426,0.486655742,0.513344288,
סופרמן - Idan Amedi,סופרמן,Idan Amedi,minor,4.450787544,0.016763909,0.983236015,3.98961401,5.071743011,1.100761175,0.06946969,0.93053031,0.440688074,0.559311926,0.053537827,0.946462214,0.711894512,0.288105518,
תן לי את האששש - Jasmin Moallem,תן לי את האששש,Jasmin Moallem,major,4.093252659,0.231284395,0.76871556,4.474476814,4.543414116,1.112359881,0.621887565,0.378112406,0.915542722,0.084457241,0.695002496,0.304997534,0.314686149,0.685313821,
מחכה - Idan Rafael Haviv,מחכה,Idan Rafael Haviv,major,1.97416079,0.110418506,0.889581561,5.178577423,4.831931114,1.001700759,0.168557346,0.831442654,0.808993578,0.191006422,0.46930033,0.53069967,0.440850824,0.559149206,
"Timeless (with Playboi Carti) - The Weeknd, Playboi Carti",Timeless (with Playboi Carti),"The Weeknd, Playboi Carti",minor,3.548060179,0.08887001,0.91113,4.7073097,4.7332897,1.189504266,0.6867943,0.3132057,0.7893104,0.21068956,0.5653087,0.43469134,0.35680556,0.64319444,
שיר ללא שם - Eviatar Banai,שיר ללא שם,Eviatar Banai,minor,5.50087595,0.279736906,0.720263124,5.084049225,5.065578938,0.926273227,0.156005174,0.843994796,0.819288075,0.18071188,0.43533504,0.56466496,0.239340067,0.760659933,
דמיון חופשי - Eviatar Banai,דמיון חופשי,Eviatar Banai,minor,6.790295601,0.236216143,0.763783872,4.855858803,4.629121304,1.000254869,0.171884716,0.828115344,0.767496645,0.232503369,0.399301022,0.600698948,0.438844919,0.561155021,
אל תפחד - Eviatar Banai,אל תפחד,Eviatar Banai,major,7.449254036,0.086825497,0.91317451,4.322982788,4.320983887,0.866802514,0.22242634,0.777573705,0.623667955,0.376332015,0.330041349,0.669958651,0.496145964,0.503854096,
מה אעשה - Eviatar Banai,מה אעשה,Eviatar Banai,minor,7.165729046,0.167907625,0.832092404,7.155549526,6.400143623,0.806571543,0.707418859,0.292581111,0.9893924,0.010607647,0.891685128,0.108314894,0.120862141,0.879137874,
מלאך של כבוד - Omer Adam,מלאך של כבוד,Omer Adam,minor,3.199496031,0.134699732,0.865300238,4.535096169,4.632421494,1.225152254,0.320427179,0.679572821,0.643383622,0.356616378,0.362166941,0.637833059,0.405952156,0.594047844,
Ain't No Sunshine - Bill Withers,Ain't No Sunshine,Bill Withers,minor,5.545065403,0.215199798,0.784800231,6.013655186,5.51252079,1.105618477,0.433692425,0.566307545,0.965501726,0.034498345,0.759275496,0.240724504,0.166681111,0.833318889,
"BAND4BAND (feat. Lil Baby) - Central Cee, Lil Baby",BAND4BAND (feat. Lil Baby),"Central Cee, Lil Baby",major,4.453810692,0.040180378,0.95981956,4.5882206,5.069884,1.148367524,0.13404046,0.8659595,0.6389285,0.3610716,0.24430491,0.7556951,0.44086257,0.5591374,
Demons - Imagine Dragons,Demons,Imagine Dragons,major,5.622407913,0.098967969,0.901032031,4.691102982,4.451045513,0.961621583,0.719002008,0.280998021,0.945160329,0.054839652,0.806970298,0.193029732,0.56145823,0.43854177,
Rim Tim Tagi Dim - Baby Lasagna,Rim Tim Tagi Dim,Baby Lasagna,minor,4.891996861,0.270237029,0.729762971,4.576452255,4.75316143,1.064375877,0.160551399,0.839448571,0.645533979,0.354465991,0.325559288,0.674440742,0.351743639,0.648256361,
euphoria - Kendrick Lamar,euphoria,Kendrick Lamar,major,2.861189127,0.179738879,0.820261121,5.596377373,5.276450634,1.264328003,0.639497578,0.360502452,0.973661423,0.026338644,0.766961932,0.233038008,0.286314934,0.713685095,
יום כיפור - Jasmin Moallem,יום כיפור,Jasmin Moallem,major,5.051784992,0.004328782,0.995671272,3.543859959,4.680895805,0.975259662,0.036229178,0.963770807,0.318054527,0.681945503,0.017493347,0.982506633,0.843049943,0.156950042,
Is It Over Now? (Taylor's Version) (From The Vault) - Taylor Swift,Is It Over Now? (Taylor's Version) (From The Vault),Taylor Swift,major,4.173731804,0.027954815,0.9720452,4.002752,4.67524,1.121467829,0.16683467,0.8331653,0.4736685,0.52633154,0.109785646,0.8902143,0.61030924,0.3896908,
Now That We Don't Talk (Taylor's Version) (From The Vault) - Taylor Swift,Now That We Don't Talk (Taylor's Version) (From The Vault),Taylor Swift,major,5.383365631,0.1981902,0.8018098,4.189186,4.452242,1.002786398,0.48022506,0.5197749,0.7476979,0.25230208,0.38916478,0.6108352,0.32104546,0.6789546,
הרבה ממך נשאר - Liran Danino,הרבה ממך נשאר,Liran Danino,major,4.93477726,0.123206191,0.876793802,4.262206554,4.248218536,0.934194922,0.221751943,0.778248012,0.728033841,0.271966189,0.342282027,0.657718003,0.473781079,0.526218951,
"IDGAF (feat. Yeat) - Drake, Yeat",IDGAF (feat. Yeat),"Drake, Yeat",major,7.723124027,0.052644204,0.94735575,3.7993832,4.3078675,1.060225725,0.29729342,0.7027066,0.52252346,0.47747657,0.18341506,0.81658494,0.5815772,0.41842282,
לילה טוב - Odeya,לילה טוב,Odeya,minor,5.122377396,0.204466596,0.795533419,4.572649956,4.720804214,0.936394751,0.368694454,0.631305516,0.886600316,0.113399662,0.548743963,0.451256067,0.367503881,0.632496178,
כפיות - Eden Hason,כפיות,Eden Hason,major,5.594580173,0.127976552,0.872023404,4.118290901,4.187922478,1.036050439,0.242804617,0.757195413,0.630058348,0.369941622,0.337909847,0.662090123,0.474559844,0.525440156,
bad idea right? - Olivia Rodrigo,bad idea right?,Olivia Rodrigo,major,3.418057442,0.289764255,0.710235775,4.557518959,4.807196617,1.050720215,0.234063596,0.765936434,0.792824566,0.207175434,0.428938836,0.571061194,0.298388869,0.701611161,
"First Person Shooter (feat. J. Cole) - Drake, J. Cole",First Person Shooter (feat. J. Cole),"Drake, J. Cole",major,3.627995491,0.09392302,0.90607697,4.7946787,4.6255946,1.245725989,0.52564716,0.47435284,0.8499363,0.15006363,0.7184781,0.28152192,0.16989248,0.83010757,
Talking to the Moon - Bruno Mars,Talking to the Moon,Bruno Mars,major,4.63976717,0.203296781,0.796703219,4.721216202,4.86537838,0.952117145,0.17485927,0.825140715,0.794526696,0.205473334,0.426337093,0.573662937,0.446268767,0.553731263,
"3D (feat. Jack Harlow) - Jung Kook, Jack Harlow",3D (feat. Jack Harlow),"Jung Kook, Jack Harlow",minor,3.596920013,0.3831528,0.6168472,4.9003053,4.7307806,1.226388454,0.49643603,0.503564,0.91736054,0.08263951,0.6131804,0.38681966,0.24435891,0.75564116,
"Uptown Funk (feat. Bruno Mars) - Mark Ronson, Bruno Mars",Uptown Funk (feat. Bruno Mars),"Mark Ronson, Bruno Mars",major,5.117060661,0.371849,0.62815094,5.319911,5.3512974,1.464700699,0.2711473,0.7288527,0.9118957,0.08810425,0.58217984,0.41782016,0.26096022,0.7390398,
קאקדילה - Omer Adam,קאקדילה,Omer Adam,minor,4.452235699,0.165222213,0.834777832,5.032351494,4.958683968,1.218909144,0.072897747,0.927102327,0.586395383,0.413604587,0.209814101,0.790185928,0.570985138,0.429014862,
Pepas - Farruko,Pepas,Farruko,major,3.294902563,0.009907947,0.99009198,5.168691635,6.044807434,1.217938066,0.712237298,0.287762702,0.925648212,0.074351855,0.41146788,0.58853209,0.565504909,0.434495062,
"INDUSTRY BABY (feat. Jack Harlow) - Lil Nas X, Jack Harlow",INDUSTRY BABY (feat. Jack Harlow),"Lil Nas X, Jack Harlow",major,2.892658233642578,0.1301593482494354,0.8698406219482422,4.490049839019775,4.622943878173828,1.0654044151306152,0.4978238940238952,0.5021761059761047,0.820527970790863,0.1794720143079757,0.4613199234008789,0.5386800765991211,0.3715085983276367,0.6284914016723633,https://www.youtube.com/watch?v=HCq1OcAEAm0
חורף באוטו - Omer Adam,חורף באוטו,Omer Adam,major,6.194581032,0.11933706,0.880662978,4.190939426,4.289643288,1.13171196,0.225981206,0.774018764,0.701510549,0.298489422,0.367838442,0.632161558,0.41597268,0.58402729,
